P102,1000
P1075,591
P119,1000
P1342,451
P1352,1000
P1376,654
P138,1000
P159,1000
P161,257
P166,1000
P195,1000
P197,406
P2002,208
P217,448
P220,228
P26,1000
P286,1000
P35,667
P36,547
P374,1000
P38,212
P39,1000
P41,738
P410,1000
P414,1000
P463,1000
P47,646
P551,1000
P6,1000
P608,389
P793,1000
P798,284
P94,226
P97,1000
